Name_Description	GTEX-1117F-0226-SM-5GZZ7	GTEX-1117F-0426-SM-5EGHI	GTEX-1117F-0526-SM-5EGHJ
ENSG00000232307.1_DAOA-AS1	0	0	0
ENSG00000182346.18_DAOA	0	0	0
ENSG00000280455.1_RP11-252M24.1	0	0	0
ENSG00000226620.7_LINC00343	0	1	0
ENSG00000252550.1_SNORA25	0	0	0
ENSG00000222682.1_RNA5SP38	0	0	0
ENSG00000233532.5_LINC00460	0	0	0
ENSG00000174418.7_RPL35P9	1	0	0
ENSG00000125266.6_EFNB2	1351	684	1097
ENSG00000274204.1_RP11-272L14.2	27	11	22
ENSG00000134884.13_ARGLU1	14744	4804	14473
ENSG00000272274.1_LINC00551	0	0	0
ENSG00000230156.2_LINC00443	0	0	0
ENSG00000227590.2_ATP5G1P5	0	0	0
ENSG00000278698.1_RP11-282A11.3	0	0	0
ENSG00000174408.8_PPIAP24	0	0	0
ENSG00000277863.1_RP11-282A11.4	5	0	0
ENSG00000279157.1_RP11-282A11.2	0	0	0
ENSG00000204442.3_FAM155A	13	0	20
ENSG00000201847.1_SNORD31	0	0	0
ENSG00000276740.1_RP11-381O6.1	1	0	2
ENSG00000221650.1_MIR1267	0	0	0
ENSG00000227248.1_FAM155A-IT1	0	0	0
ENSG00000274718.1_RP11-346C4.3	0	0	0
ENSG00000174405.13_LIG4	366	198	272
ENSG00000139826.5_ABHD13	705	305	615
ENSG00000102524.11_TNFSF13B	122	16	32
ENSG00000277246.1_RP11-153I24.4	0	2	0
ENSG00000223177.1_RNA5SP39	0	0	0
ENSG00000283384.1_RP11-153I24.5	0	0	0
ENSG00000232087.1_HCFC2P1	0	0	0
ENSG00000041515.15_MYO16	112	7	5
ENSG00000229938.1_MYO16-AS2	0	0	0
ENSG00000236242.1_MYO16-AS1	4	0	0
ENSG00000275216.1_RP11-54H7.4	11	0	2
ENSG00000223617.1_LINC00370	0	4	0
ENSG00000236053.1_LINC01067	0	0	0
ENSG00000229792.1_LINC00399	1	0	0
ENSG00000234854.1_LINC00676	0	0	0
ENSG00000185950.8_IRS2	6911	5123	3268
ENSG00000275248.1_RP11-40E6.2	10	2	15
ENSG00000275741.1_RP11-40E6.1	8	2	3
ENSG00000201161.1_RN7SKP10	0	0	0
ENSG00000274331.1_RP11-403A3.1	0	0	0
ENSG00000275830.1_RP11-403A3.3	0	0	40
ENSG00000276269.1_RP11-403A3.2	0	2	2
ENSG00000231428.2_LINC00396	0	0	0
ENSG00000265885.2_RN7SL783P	0	0	0
ENSG00000279965.1_RP11-472K17.3	0	2	0
ENSG00000187498.14_COL4A1	17371	6235	13437
ENSG00000279237.1_RP11-212E4.1	2	0	10
ENSG00000134871.17_COL4A2	40528	10800	56127
ENSG00000276765.1_MIR8073	0	0	0
ENSG00000275611.1_RP11-291I6.2	34	8	41
ENSG00000224821.5_COL4A2-AS2	7	6	8
ENSG00000232814.2_COL4A2-AS1	37	22	67
ENSG00000139832.4_RAB20	671	88	1669
ENSG00000275880.1_RP11-90L1.8	10	21	11
ENSG00000213995.11_NAXD	2515	1133	2253
ENSG00000134905.16_CARS2	2216	909	1274
ENSG00000153487.12_ING1	889	613	1661
ENSG00000225239.1_RPL21P107	0	0	0
ENSG00000259831.1_LINC00567	0	4	0
ENSG00000255874.2_LINC00346	138	2650	72
ENSG00000088448.14_ANKRD10	7923	8457	6138
ENSG00000229152.2_ANKRD10-IT1	761	493	613
ENSG00000277767.1_RP11-365P13.5	44	44	28
ENSG00000227105.1_PARP1P1	0	0	0
ENSG00000275989.1_RP11-365P13.6	0	0	0
ENSG00000225760.2_LINC00431	0	0	0
ENSG00000225870.1_LINC00368	8	5	6
ENSG00000235875.3_ARHGEF7-AS2	16	28	19
ENSG00000102606.17_ARHGEF7	10857	5422	11264
ENSG00000233644.1_ARHGEF7-IT1	16	2	12
ENSG00000227352.1_ARHGEF7-AS1	4	2	4
ENSG00000274614.1_RP11-17E4.1	0	0	0
ENSG00000153495.10_TEX29	19	19	43
ENSG00000204398.5_RP11-65D24.2	0	0	1
ENSG00000215881.3_RP11-65D24.1	0	0	0
ENSG00000226903.1_LINC00354	0	0	0
ENSG00000200072.1_SNORD44	0	0	0
ENSG00000182968.4_SOX1	0	4	1
ENSG00000260385.1_RP11-450H6.3	0	0	0
ENSG00000229520.1_LINC00404	0	0	0
ENSG00000224243.1_LINC00403	0	0	0
ENSG00000260102.1_LINC01070	0	0	0
ENSG00000260343.1_LINC01043	0	0	0
ENSG00000223626.1_LINC01044	0	0	0
ENSG00000153498.11_SPACA7	0	2	0
ENSG00000126216.13_TUBGCP3	2489	1173	2764
ENSG00000277159.1_RP11-88E10.4	8	0	8
ENSG00000197595.4_ATP11AUN	2	2	0
ENSG00000274922.1_RP11-88E10.5	102	70	38
ENSG00000068650.18_ATP11A	4063	1644	2122
ENSG00000232684.1_ATP11A-AS1	4	1	2
ENSG00000277545.1_RP11-73M11.3	1	0	2
ENSG00000126217.20_MCF2L	2834	1496	2207
ENSG00000267868.1_RP11-120K24.3	6	0	4
ENSG00000235280.2_MCF2L-AS1	30	10	3
ENSG00000269356.1_RP11-120K24.4	7	7	6
ENSG00000269376.1_RP11-120K24.5	4	2	7
ENSG00000057593.13_F7	284	2	4
ENSG00000126218.11_F10	3073	32	284
ENSG00000231882.1_F10-AS1	0	3	6
ENSG00000230371.1_KARSP2	21	4	6
ENSG00000283828.1_RP11-98F14.12	32	11	11
ENSG00000126231.13_PROZ	4	3	0
ENSG00000269125.1_RP11-98F14.11	0	0	0
ENSG00000126226.21_PCID2	3037	1348	2270
ENSG00000139842.14_CUL4A	7678	9614	6162
ENSG00000277942.1_MIR8075	0	0	0
ENSG00000232662.2_LDHBP1	0	2	2
ENSG00000185896.10_LAMP1	17375	4378	9038
ENSG00000139835.13_GRTP1	209	63	96
ENSG00000276434.1_RP11-391H12.8	2	0	0
ENSG00000225083.1_GRTP1-AS1	4	4	1
ENSG00000153531.13_ADPRHL1	198	5877	913
ENSG00000150401.14_DCUN1D2	1602	1596	883
ENSG00000233613.5_DCUN1D2-AS	17	0	6
ENSG00000202347.1_RNU1-16P	4	1	0
ENSG00000150403.17_TMCO3	2483	2161	3494
ENSG00000276916.1_RP11-230F18.6	14	1	11
ENSG00000276248.1_RP11-230F18.5	159	52	151
ENSG00000198176.12_TFDP1	1215	1516	442
ENSG00000186009.4_ATP4B	9	9	10
ENSG00000185974.6_GRK1	2	0	2
ENSG00000279770.1_LINC00552	3	1	3
ENSG00000184497.12_TMEM255B	2078	312	1153
ENSG00000183087.14_GAS6	32531	4476	14254
ENSG00000233695.2_GAS6-AS1	478	111	395
ENSG00000272695.1_GAS6-AS2	327	35	249
ENSG00000237699.1_RP11-199F6.4	0	0	0
ENSG00000226921.6_LINC00454	0	3	0
ENSG00000274766.1_LINC00453	0	0	2
ENSG00000229373.8_LINC00452	6	5	2
ENSG00000260910.1_LINC00565	159	40	31
ENSG00000283199.1_ABC13-47488600E17.1	69	118	113
ENSG00000185989.10_RASA3	10767	2747	5791
ENSG00000232487.1_RASA3-IT1	0	0	0
ENSG00000283347.1_RP11-569D9.6	0	0	0
ENSG00000283361.1_RP11-569D9.5	1	0	1
ENSG00000130177.14_CDC16	3807	1161	2942
ENSG00000264539.1_MIR548AR	0	1	0
ENSG00000265450.1_MIR4502	0	0	0
ENSG00000169062.14_UPF3A	2751	1096	2501
ENSG00000226158.1_CLCP2	0	0	2
ENSG00000198824.5_CHAMP1	863	422	740
ENSG00000229723.1_LINC01054	1	0	0
ENSG00000260615.1_RPL23AP97	30	77	13
ENSG00000283274.1_5_8S_rRNA	0	0	0
ENSG00000215398.11_RP11-754I20.1	0	0	0
ENSG00000206906.1_RNU6-458P	0	0	0
ENSG00000257171.2_RP11-754I20.3	0	0	0
ENSG00000257356.2_BNIP3P6	0	0	0
ENSG00000257959.1_RP11-536C10.4	0	0	0
ENSG00000257721.1_RP11-536C10.2	0	0	0
ENSG00000258367.2_RP11-536C10.3	0	0	0
ENSG00000257825.1_RP11-536C10.5	0	0	0
ENSG00000257115.1_OR11H12	0	0	0
ENSG00000257672.2_RP11-536C10.17	0	0	0
ENSG00000258233.1_ARHGAP42P5	0	0	0
ENSG00000257504.1_RP11-536C10.7	0	0	0
ENSG00000257644.1_RP11-536C10.13	0	0	0
ENSG00000257175.2_RP11-536C10.12	0	0	0
ENSG00000258364.1_RP11-536C10.16	0	0	0
ENSG00000257731.2_RP11-536C10.11	0	0	0
ENSG00000258076.1_RP11-536C10.14	0	0	0
ENSG00000257558.2_RP11-536C10.15	0	0	0
ENSG00000239200.1_RP11-536C10.1	0	0	0
ENSG00000257635.2_RP11-536C10.10	0	0	0
ENSG00000257224.1_RP11-536C10.9	0	0	0
ENSG00000277529.1_NF1P10	0	0	0
ENSG00000277367.1_RP11-536C10.26	0	0	0
ENSG00000278143.1_NF1P7	0	0	0
ENSG00000257853.2_MED15P1	0	0	0
ENSG00000257891.1_CTD-2311B13.1	0	0	0
ENSG00000258265.1_CTD-2311B13.2	0	0	0
ENSG00000222036.7_POTEM	0	0	0
ENSG00000275563.1_CTD-2311B13.5	0	0	0
ENSG00000212612.1_RNU6-1239P	0	0	0
ENSG00000258314.3_CTD-2314B22.1	0	0	0
ENSG00000274369.1_GRAMD4P4	0	0	0
ENSG00000225210.9_DUXAP9	32	2	3
ENSG00000277128.1_RP11-146E13.4	39	0	5
ENSG00000278594.1_RP11-146E13.5	31	0	4
ENSG00000277710.1_CTD-2314B22.2	0	0	0
ENSG00000196143.4_OR11H13P	0	0	1
ENSG00000271632.1_RP11-496I2.7	0	0	0
ENSG00000277252.1_RP11-496I2.8	0	0	0
ENSG00000258781.2_RP11-496I2.4	0	0	0
ENSG00000257310.1_RP11-496I2.2	0	0	1
ENSG00000277156.1_RP11-496I2.5	42	0	2
ENSG00000244306.10_DUXAP10	359	2	10
ENSG00000228294.6_BMS1P17	0	0	0
ENSG00000274827.4_LINC01297	0	2	0
ENSG00000278301.1_GRAMD4P3	0	0	0
ENSG00000187537.13_POTEG	0	1	7
ENSG00000276888.1_RP11-244H18.1	0	0	0
ENSG00000212516.1_RNU6-1268P	0	0	0
ENSG00000257162.6_MED15P6	0	0	0
ENSG00000258027.2_NF1P4	0	0	0
ENSG00000274649.1_CTD-2311B13.10	0	0	0
ENSG00000278184.1_NF1P11	0	0	0
ENSG00000257432.1_RP11-244H18.4	0	0	0
ENSG00000273558.1_RP11-244H18.3	0	0	0
ENSG00000258324.2_RP11-536C10.22	0	0	0
ENSG00000257493.1_RP11-536C10.20	0	0	0
ENSG00000257751.2_RP11-536C10.21	0	0	0
ENSG00000257846.2_RP11-597A11.3	0	0	1
ENSG00000259069.1_RP11-597A11.6	0	0	0
ENSG00000257884.2_RP11-597A11.4	0	0	0
ENSG00000257395.1_RP11-597A11.2	0	0	0
ENSG00000258080.1_ARHGAP42P4	0	0	0
ENSG00000257142.1_RP11-536C10.19	0	0	0
ENSG00000258453.2_OR11H2	0	0	0
ENSG00000176294.4_OR4N2	0	0	0
ENSG00000258438.3_OR11K2P	0	0	0
ENSG00000182652.1_OR4Q3	1	0	0
ENSG00000176312.4_OR4H12P	0	0	0
ENSG00000176299.4_OR4M1	0	0	0
ENSG00000258564.1_OR4N1P	0	0	0
ENSG00000228304.1_OR4K6P	0	0	0
ENSG00000176290.7_OR4K3	0	0	0
ENSG00000165762.2_OR4K2	2	0	0
ENSG00000258541.1_OR4K4P	0	0	0
ENSG00000259016.1_CTD-2335L22.6	0	0	0
ENSG00000176281.4_OR4K5	0	0	0
ENSG00000155249.4_OR4K1	0	0	0
ENSG00000258822.1_OR4K16P	0	0	0
ENSG00000169488.5_OR4K15	0	0	0
ENSG00000196383.5_OR4Q2	0	0	0
ENSG00000169484.2_OR4K14	0	0	0
ENSG00000176253.2_OR4K13	0	0	0
ENSG00000258899.1_OR4U1P	0	0	0
ENSG00000176246.1_OR4L1	0	0	0
ENSG00000252999.1_RNA5SP380	0	0	0
ENSG00000258641.1_OR4T1P	0	0	0
ENSG00000176230.4_OR4K17	0	0	0
ENSG00000184394.1_OR4N5	0	1	0
ENSG00000259074.1_PSMB7P1	0	0	0
ENSG00000259095.1_GTF2IP22	0	0	0
ENSG00000258468.1_OR11G1P	0	0	0
ENSG00000196832.3_OR11G2	0	0	0
ENSG00000258625.1_OR11H5P	1	0	0
ENSG00000176219.2_OR11H6	0	0	0
ENSG00000258806.1_OR11H7	5	5	8
ENSG00000176198.2_OR11H4	0	0	0
ENSG00000136319.11_TTC5	450	115	186
ENSG00000258768.2_CTD-2292M16.8	55	31	50
ENSG00000258459.1_CTD-2292M16.7	0	0	0
ENSG00000100814.17_CCNB1IP1	3370	4457	9177
ENSG00000222489.1_SNORA79	1	0	17
ENSG00000238344.1_SNORD126	0	0	0
ENSG00000259001.3_RPPH1	0	0	0
ENSG00000129484.13_PARP2	1908	718	1421
ENSG00000254846.1_RP11-203M5.2	3	0	0
ENSG00000129566.12_TEP1	3994	843	3714
ENSG00000200225.1_RNA5SP382	0	0	0
ENSG00000185271.7_KLHL33	28	107	14
ENSG00000259162.1_RP11-203M5.6	7	0	0
ENSG00000092094.10_OSGEP	1016	405	724
ENSG00000258515.1_RP11-203M5.7	106	17	72
ENSG00000100823.11_APEX1	5119	4481	3260
ENSG00000165782.10_TMEM55B	2268	2688	1937
ENSG00000198805.11_PNP	881	101	506
ENSG00000258908.1_RP11-203M5.8	1	3	3
ENSG00000182545.6_RNASE10	2	0	2
ENSG00000258456.2_PTCD2P1	0	0	0
ENSG00000258863.1_SETP1	0	0	0
ENSG00000188655.10_RNASE9	1	0	0
ENSG00000173464.14_RNASE11	0	0	0
ENSG00000258573.5_RP11-14J7.6	2	0	0
ENSG00000258436.1_RNASE12	0	0	0
ENSG00000239327.1_RP11-14J7.1	0	0	0
ENSG00000181803.3_OR6S1	1	0	0
ENSG00000199461.1_Y_RNA	0	0	0
ENSG00000258818.3_RNASE4	5650	318	3699
ENSG00000214274.9_ANG	590	35	400
ENSG00000258451.1_RP11-903H12.3	2	0	2
ENSG00000259144.2_RANBP20P	6	0	1
ENSG00000258963.1_EDDM3DP	0	0	0
ENSG00000181562.4_EDDM3A	0	2	4
ENSG00000181552.3_EDDM3B	0	0	0
ENSG00000169413.2_RNASE6	332	28	179
ENSG00000258810.1_RP11-219E7.1	6	1	3
ENSG00000129538.13_RNASE1	15801	1979	3927
ENSG00000259130.1_RP11-219E7.3	2	0	0
ENSG00000258642.1_RP11-219E7.2	2	0	0
ENSG00000169397.3_RNASE3	7	2	0
ENSG00000258918.1_RP11-219E7.4	0	0	0
ENSG00000258772.1_RP11-84C10.3	0	0	0
ENSG00000136315.4_RP11-84C10.2	0	0	2
ENSG00000169385.2_RNASE2	26	12	6
ENSG00000243817.3_RN7SL189P	0	0	0
ENSG00000258599.2_RP11-84C10.1	0	1	0
ENSG00000165792.17_METTL17	3804	948	2819
ENSG00000258471.1_RP11-84C10.4	1	4	0
ENSG00000165794.9_SLC39A2	3	4	7
ENSG00000165795.23_NDRG2	11980	29384	9654
ENSG00000258604.1_AL161668.5	0	27	2
ENSG00000179636.14_TPPP2	9	34	5
ENSG00000255472.1_RP11-998D10.1	0	0	0
ENSG00000206150.3_RNASE13	35	7	8
ENSG00000165799.4_RNASE7	21	14	0
ENSG00000173431.2_RNASE8	0	0	0
ENSG00000165801.9_ARHGEF40	4688	571	1397
ENSG00000165804.15_ZNF219	2829	750	1502
ENSG00000232070.8_TMEM253	19	2	3
ENSG00000178107.2_RP11-998D10.4	1	0	0
ENSG00000258722.2_CKAP2P1	2	0	0
ENSG00000200102.1_RNU6-252P	0	0	0
ENSG00000169327.4_OR5AU1	0	0	0
ENSG00000259102.2_SMARCE1P3	0	1	0
ENSG00000258906.2_CTD-2552B11.3	0	0	0
ENSG00000258441.1_LINC00641	666	283	998
ENSG00000092199.17_HNRNPC	9493	7519	10901
ENSG00000092200.12_RPGRIP1	36	19	30
ENSG00000092201.9_SUPT16H	6232	2936	6195
ENSG00000260830.1_RP11-524O1.4	2	7	4
ENSG00000100888.12_CHD8	3876	1424	3448
ENSG00000199436.1_SNORD9	1	0	2
ENSG00000200785.1_SNORD8	0	0	0
ENSG00000241035.2_RP11-689J19.1	0	0	0
ENSG00000258870.1_EIF4EBP1P1	2	0	0
ENSG00000274475.1_RN7SL650P	3	0	2
ENSG00000129472.13_RAB2B	1305	247	1193
ENSG00000092203.13_TOX4	3382	5347	4993
ENSG00000165819.11_METTL3	2682	1314	2714
ENSG00000165821.11_SALL2	373	44	352
ENSG00000256737.1_RBBP4P5	0	0	2
ENSG00000169208.1_OR10G3	0	0	0
ENSG00000256081.2_AE000658.25	0	0	0
ENSG00000273586.1_OR10G1P	0	0	0
ENSG00000256385.1_UBE2NP1	0	0	0
ENSG00000255569.1_TRAV1-1	2	0	0
ENSG00000255582.1_OR10G2	0	0	0
ENSG00000256553.1_TRAV1-2	3	0	1
ENSG00000255664.1_ARL6IP1P1	0	0	0
ENSG00000221977.1_OR4E2	0	0	0
ENSG00000276240.1_OR4E1	0	0	0
ENSG00000256350.1_AE000658.30	0	0	0
ENSG00000211776.2_TRAV2	0	0	5
ENSG00000248358.2_AE000658.31	1	0	0
ENSG00000211777.2_TRAV3	2	0	2
ENSG00000211778.2_TRAV4	2	0	4
ENSG00000211779.3_TRAV5	0	0	3
ENSG00000240954.1_RPL4P1	2	1	3
ENSG00000211780.3_TRAV6	0	1	0
ENSG00000211781.3_TRAV7	0	0	0
ENSG00000211782.2_TRAV8-1	0	0	0
ENSG00000211783.3_TRAV9-1	0	0	0
ENSG00000211784.2_TRAV10	0	0	0
ENSG00000256474.1_TRAV11	0	0	0
ENSG00000211785.1_TRAV12-1	2	0	0
ENSG00000211786.3_TRAV8-2	5	2	5
ENSG00000211787.1_TRAV8-3	3	0	2
ENSG00000211788.2_TRAV13-1	1	0	0
ENSG00000211789.2_TRAV12-2	3	0	1
ENSG00000211790.2_TRAV8-4	2	0	3
ENSG00000256379.2_TRAV8-5	0	1	0
ENSG00000211791.2_TRAV13-2	3	0	1
ENSG00000211792.2_TRAV14DV4	4	0	2
ENSG00000211793.2_TRAV9-2	2	0	3
ENSG00000258482.1_TRAV15	0	0	0
ENSG00000258557.1_AE000659.41	0	0	0
ENSG00000211794.3_TRAV12-3	5	0	0
ENSG00000211795.3_TRAV8-6	6	0	2
ENSG00000211796.1_TRAV16	0	0	3
ENSG00000211797.2_TRAV17	0	0	2
ENSG00000211798.3_TRAV18	0	0	0
ENSG00000211799.3_TRAV19	0	0	0
ENSG00000258705.2_AE000660.4	0	0	0
ENSG00000211800.3_TRAV20	0	0	2
ENSG00000211801.3_TRAV21	1	0	5
ENSG00000276428.1_AE000660.21	0	0	0
ENSG00000211802.3_TRAV22	3	0	2
ENSG00000211803.2_TRAV23DV6	0	0	0
ENSG00000211804.3_TRDV1	2	1	0
ENSG00000211805.1_TRAV24	2	0	3
ENSG00000211806.2_TRAV25	0	0	1
ENSG00000211807.3_TRAV26-1	2	0	2
ENSG00000211808.3_TRAV8-7	0	0	0
ENSG00000211809.2_TRAV27	0	0	2
ENSG00000258835.1_TRAV28	0	0	0
ENSG00000211810.3_TRAV29DV5	2	0	0
ENSG00000259092.1_TRAV30	1	0	1
ENSG00000249048.2_TRAV31	0	0	0
ENSG00000258905.1_TRAV32	0	0	0
ENSG00000258812.1_TRAV33	0	0	0
ENSG00000211812.1_TRAV26-2	0	0	0
ENSG00000211813.2_TRAV34	0	0	0
ENSG00000211814.1_TRAV35	0	0	0
ENSG00000211815.3_TRAV36DV7	0	0	2
ENSG00000259068.1_TRAV37	0	0	0
ENSG00000211816.2_TRAV38-1	0	0	0
ENSG00000211817.2_TRAV38-2DV8	2	0	2
ENSG00000211818.1_TRAV39	1	0	6
ENSG00000211819.3_TRAV40	0	0	2
ENSG00000211820.1_TRAV41	1	0	1
ENSG00000256221.1_AE000661.36	0	0	0
ENSG00000251002.7_AE000661.37	0	0	0
ENSG00000259042.2_AE000661.50	0	0	0
ENSG00000211821.2_TRDV2	0	0	0
ENSG00000223997.1_TRDD1	0	0	0
ENSG00000237235.2_TRDD2	0	0	0
ENSG00000228985.1_TRDD3	0	0	0
ENSG00000211825.1_TRDJ1	0	0	0
ENSG00000211826.1_TRDJ4	0	0	0
ENSG00000211827.1_TRDJ2	0	0	0
ENSG00000211828.1_TRDJ3	0	0	0
ENSG00000211829.9_TRDC	49	4	10
ENSG00000256590.2_TRDV3	0	0	0
ENSG00000211831.2_TRAJ61	0	0	0
ENSG00000249446.2_TRAJ60	0	0	0
ENSG00000211832.2_TRAJ59	0	0	0
ENSG00000211833.1_TRAJ58	0	0	0
ENSG00000211834.1_TRAJ57	0	0	0
ENSG00000211835.1_TRAJ56	0	0	0
ENSG00000250688.1_TRAJ55	0	0	0
ENSG00000211836.1_TRAJ54	0	0	0
ENSG00000211837.1_TRAJ53	0	0	0
ENSG00000211838.1_TRAJ52	0	0	0
ENSG00000248366.1_TRAJ51	0	0	0
ENSG00000211839.1_TRAJ50	0	0	0
ENSG00000211840.1_TRAJ49	0	0	1
ENSG00000211841.1_TRAJ48	0	0	0
ENSG00000211842.1_TRAJ47	0	0	0
ENSG00000211843.1_TRAJ46	0	0	0
ENSG00000211844.1_TRAJ45	0	0	0
ENSG00000211845.1_TRAJ44	0	0	0
ENSG00000211846.1_TRAJ43	0	0	0
ENSG00000211847.1_TRAJ42	0	0	0
ENSG00000211848.1_TRAJ41	0	0	0
ENSG00000211849.1_TRAJ40	0	0	0
ENSG00000211850.1_TRAJ39	0	0	0
ENSG00000211851.1_TRAJ38	0	0	0
ENSG00000278661.1_TRAJ37	0	0	0
ENSG00000276699.1_TRAJ36	0	0	0
ENSG00000211854.1_TRAJ35	0	0	0
ENSG00000211855.1_TRAJ34	0	0	0
ENSG00000211856.1_TRAJ33	0	0	0
ENSG00000211857.1_TRAJ32	0	0	0
ENSG00000211858.1_TRAJ31	0	0	0
ENSG00000211859.1_TRAJ30	0	0	0
ENSG00000211860.1_TRAJ29	0	0	0
ENSG00000211861.1_TRAJ28	0	0	0
ENSG00000211862.1_TRAJ27	0	0	0
ENSG00000211863.1_TRAJ26	0	0	0
ENSG00000211864.2_TRAJ25	0	0	0
ENSG00000211865.1_TRAJ24	0	0	0
ENSG00000211866.1_TRAJ23	0	0	1
ENSG00000211867.1_TRAJ22	0	0	1
ENSG00000211868.1_TRAJ21	0	0	0
ENSG00000211869.1_TRAJ20	0	0	0
ENSG00000211870.1_TRAJ19	0	0	0
ENSG00000211871.1_TRAJ18	0	0	0
ENSG00000211872.1_TRAJ17	0	0	0
ENSG00000211873.1_TRAJ16	0	0	0
ENSG00000211875.1_TRAJ14	0	0	0
ENSG00000211876.1_TRAJ13	0	0	0
ENSG00000211877.1_TRAJ12	0	0	0
ENSG00000211878.1_TRAJ11	0	0	0
ENSG00000211879.1_TRAJ10	0	0	0
ENSG00000211880.1_TRAJ9	0	0	0
ENSG00000211881.1_TRAJ8	0	0	0
ENSG00000211882.1_TRAJ7	0	0	0
ENSG00000211883.1_TRAJ6	0	0	0
ENSG00000211884.1_TRAJ5	0	0	0
ENSG00000211885.1_TRAJ4	0	0	0
ENSG00000211886.1_TRAJ3	0	0	0
ENSG00000211887.2_TRAJ2	0	0	0
ENSG00000211888.2_TRAJ1	0	0	0
ENSG00000277734.7_TRAC	485	43	165
ENSG00000259054.1_AE000662.93	0	0	0
ENSG00000259003.1_AE000662.92	0	0	0
ENSG00000129562.10_DAD1	3471	1311	2732
ENSG00000275552.1_CH17-302M23.1	12	42	9
ENSG00000100439.10_ABHD4	3856	1384	2545
ENSG00000255804.1_OR6J1	2	1	5
ENSG00000242061.1_CTD-2555K7.1	0	1	0
ENSG00000235213.1_OR6E1P	0	2	0
ENSG00000258458.5_CTD-2555K7.2	3	1	2
ENSG00000258823.1_CTD-2555K7.3	0	0	0
ENSG00000212302.1_SNORD41	0	0	0
ENSG00000155463.12_OXA1L	7811	8180	6391
ENSG00000155465.18_SLC7A7	995	60	650
ENSG00000172590.18_MRPL52	594	908	439
ENSG00000157227.12_MMP14	67066	1537	14730
ENSG00000212335.1_Y_RNA	0	0	0
ENSG00000199716.1_Y_RNA	0	0	0
ENSG00000197324.8_LRP10	20031	6120	22373
ENSG00000139890.9_REM2	224	253	343
ENSG00000100461.17_RBM23	2181	887	1472
ENSG00000237054.9_PRMT5-AS1	9	5	14
ENSG00000100462.15_PRMT5	1630	2855	1601
ENSG00000257285.5_RP11-298I3.1	24	1	6
ENSG00000092036.18_HAUS4	1113	444	694
ENSG00000129474.15_AJUBA	955	207	459
ENSG00000258457.5_RP11-298I3.4	3	1	5
ENSG00000100802.14_C14orf93	617	324	324
ENSG00000280129.1_RP11-298I3.3	17	5	13
ENSG00000100804.18_PSMB5	2344	6356	1644
ENSG00000279656.1_RP11-298I3.6	54	59	51
ENSG00000222028.3_PSMB11	0	2	0
ENSG00000139880.19_CDH24	100	43	119
ENSG00000100813.14_ACIN1	8615	3893	6638
ENSG00000179933.5_C14orf119	1321	624	745
ENSG00000283654.1_RP11-244E17.1	3	0	0
ENSG00000092067.5_CEBPE	4	63	4
ENSG00000092068.19_SLC7A8	7047	14343	4020
ENSG00000202229.1_RNU6-1138P	0	0	0
ENSG00000215277.8_RNF212B	2	1	2
ENSG00000240131.1_RP11-124D2.1	0	0	0
ENSG00000252347.1_RNU6-1046P	0	1	0
ENSG00000215271.7_HOMEZ	389	1033	653
ENSG00000270433.1_RP11-124D2.7	50	74	45
ENSG00000235194.8_PPP1R3E	625	1995	743
ENSG00000129473.9_BCL2L2	4333	1909	7068
ENSG00000258643.5_BCL2L2-PABPN1	6	4	5
ENSG00000100836.10_PABPN1	7145	3865	8570
ENSG00000092096.16_SLC22A17	1077	87	887
ENSG00000100842.12_EFS	2180	108	1510
ENSG00000166090.8_IL25	0	0	3
ENSG00000166091.19_CMTM5	13	6	5
ENSG00000197616.11_MYH6	257	3185	77
ENSG00000199157.2_MIR208A	0	0	0
ENSG00000092054.12_MYH7	422	388283	67
ENSG00000258444.1_CTD-2201G16.1	0	51	0
ENSG00000215991.1_MIR208B	0	0	0
ENSG00000129460.15_NGDN	1586	1557	1771
ENSG00000157306.14_ZFHX2-AS1	64	7	49
ENSG00000136367.13_ZFHX2	24	20	10
ENSG00000273618.1_RP11-66N24.7	3	0	7
ENSG00000259431.5_THTPA	170	133	98
ENSG00000258727.1_RP11-66N24.3	440	56	351
ENSG00000213983.11_AP1G2	853	102	374
ENSG00000092051.16_JPH4	36	9	15
ENSG00000274002.1_RP11-66N24.6	2	0	0
ENSG00000100867.14_DHRS2	210	2	19
ENSG00000258464.1_RP11-388E23.2	0	1	0
ENSG00000259043.1_BRD7P1	0	0	0
ENSG00000270618.1_RP11-388E23.4	0	0	0
ENSG00000222931.1_RN7SKP205	0	0	0
ENSG00000258887.3_RP11-388E23.3	0	0	0
ENSG00000259334.1_LINC00596	0	0	0
ENSG00000215256.3_DHRS4-AS1	572	143	331
ENSG00000157326.18_DHRS4	410	297	398
ENSG00000187630.15_DHRS4L2	405	349	368
ENSG00000225766.9_DHRS4L1	7	11	6
ENSG00000186648.14_CARMIL3	38	10	17
ENSG00000100884.9_CPNE6	6	4	20
ENSG00000129535.12_NRL	22	38	23
ENSG00000100889.11_PCK2	1956	167	1102
ENSG00000100897.17_DCAF11	2091	3860	2830
ENSG00000139914.6_FITM1	44	4288	33
ENSG00000092010.14_PSME1	4333	3106	3703
ENSG00000100908.13_EMC9	482	563	623
ENSG00000259321.1_RP11-468E2.5	29	9	47
ENSG00000100911.15_PSME2	1634	642	1428
ENSG00000283856.1_MIR7703	0	0	0
ENSG00000092098.16_RNF31	3117	3578	2349
